Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Phase 1 - General,1,Social Service,Daytime,Secondary Education,135.0,Portuguese,Basic Ed 1st Cycle,Secondary Ed,Technician,Service,121.0,No,No,No,Paid,Female,No,21,No,0,6,11,5,11.2,0,0,6,15,1,10.0,0,7.6,2.6,0.32,Enrolled
Married,Over 23 Years,1,Management Evening,Evening,Degree,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Industry,152.4,No,No,No,Paid,Female,No,26,No,0,5,5,5,12.0,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate
Single,Course Change,2,Oral Hygiene,Daytime,Secondary Education,120.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Admin,Technician,110.2,No,No,No,Paid,Female,No,27,No,0,7,9,7,12.228571428571428,0,1,8,10,8,13.2125,0,10.8,1.4,1.74,Graduate
Single,Phase 1 - General,1,Marketing,Daytime,Secondary Education,117.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Service,Legislative,113.5,Yes,No,No,Paid,Female,No,20,No,0,5,6,4,11.5,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate
Single,Phase 2 - General,1,Social Service,Daytime,Secondary Education,151.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Service,Student,144.4,Yes,No,No,Paid,Female,No,18,No,0,6,8,6,15.375,0,0,6,7,6,16.428571428571427,0,16.2,0.3,-0.92,Graduate
Single,Short Cycle Diploma,1,Veterinary Nursing,Daytime,Professional Tech Course,140.0,Portuguese,Secondary Ed,Secondary Ed,Service,Service,143.3,Yes,No,No,Unpaid,Female,No,23,No,7,12,19,9,13.666666666666666,0,4,9,15,6,13.5,0,8.9,1.4,3.51,Enrolled
Single,Over 23 Years,1,Nursing,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Secondary Ed,Doctorate,Admin,Technician,100.0,No,No,No,Paid,Female,No,24,No,0,8,11,7,12.614285714285714,0,0,8,11,7,12.614285714285714,0,12.7,3.7,-1.7,Graduate
Single,Tech Diploma,1,Social Service,Daytime,Tech Specialization,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Agriculture,Unskilled,126.3,Yes,No,No,Paid,Female,Yes,19,No,3,6,7,5,12.2,0,2,6,6,6,11.5,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,1,Journalism,Daytime,Secondary Education,125.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Technician,Service,115.9,No,No,No,Paid,Female,No,19,No,0,6,13,4,11.75,0,0,6,10,4,11.0,0,10.8,1.4,1.74,Graduate
Single,Phase 1 - General,4,Social Service,Daytime,Secondary Education,125.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled,Agriculture,114.9,Yes,No,Yes,Paid,Female,Yes,19,No,0,6,9,5,11.4,0,0,6,9,3,10.0,0,8.9,1.4,3.51,Enrolled
Single,Phase 1 - General,1,Social Service,Daytime,Secondary Education,135.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Service,Armed Forces,121.0,No,No,Yes,Paid,Female,No,18,No,0,6,10,5,10.6,0,0,6,14,2,10.0,0,7.6,2.6,0.32,Enrolled
Single,Institution Change,1,Social Service Evening,Evening,Secondary Education,121.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Service,Industry,112.3,No,No,No,Paid,Female,No,22,No,14,16,16,13,10.923076923076923,0,13,13,13,11,11.454545454545457,0,16.2,0.3,-0.92,Graduate
Single,Course Change,1,Communication Design,Daytime,Secondary Education,141.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Service,Armed Forces,127.0,No,No,No,Paid,Female,No,20,No,0,6,6,5,12.4,0,0,6,9,5,12.4,0,12.7,3.7,-1.7,Graduate
Single,Over 23 Years,1,Agronomy,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Unskilled,120.0,No,No,No,Paid,Female,No,25,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Tech Diploma,1,Agronomy,Daytime,Tech Specialization,180.0,Portuguese,Secondary Ed,Degree,Admin,Scientific,180.0,No,No,No,Paid,Female,No,21,No,0,6,6,6,15.833333333333334,0,0,6,8,6,15.5,0,15.5,2.8,-4.06,Graduate
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,117.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Meal Prep,Unskilled Industry,117.4,Yes,No,No,Paid,Female,No,19,No,0,7,12,5,11.8,0,0,7,9,6,11.708333333333334,0,11.1,0.6,2.02,Enrolled
Single,Phase 2 - General,4,Journalism,Daytime,Secondary Education,127.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Admin,Legislative,115.8,Yes,No,No,Paid,Female,No,18,No,0,6,7,6,12.571428571428571,0,0,6,6,6,13.666666666666666,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,3,Marketing,Daytime,Secondary Education,126.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Student,Student,136.5,Yes,No,No,Paid,Female,No,18,No,0,5,7,3,12.0,0,0,5,7,4,13.25,1,7.6,2.6,0.32,Graduate
Single,Phase 2 - General,3,Nursing,Daytime,Secondary Education,143.0,Portuguese,Degree,Degree,Unskilled,Industry,129.0,Yes,No,No,Paid,Male,No,19,No,0,7,8,7,13.3625,0,0,8,9,8,14.444444444444445,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,1,Veterinary Nursing,Daytime,Secondary Education,144.0,Dutch,Degree,Degree,Agriculture,Agriculture,137.6,Yes,No,No,Paid,Female,Yes,19,Yes,0,5,6,5,15.4,0,0,5,5,5,16.0,0,10.8,1.4,1.74,Graduate
Single,Phase 2 - General,2,Journalism,Daytime,Secondary Education,126.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Service,Service,129.5,Yes,No,Yes,Unpaid,Female,No,18,No,0,6,9,5,12.2,0,0,6,9,4,11.75,0,10.8,1.4,1.74,Dropout
Single,Institution Change,1,Social Service,Daytime,Tech Specialization,140.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Service,Industry,129.1,Yes,No,No,Paid,Female,Yes,20,No,6,11,11,11,12.818181818181818,0,6,11,11,11,13.545454545454543,0,12.4,0.5,1.79,Graduate
Single,Phase 2 - General,5,Nursing,Daytime,Secondary Education,148.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Admin,Machine Operator,130.2,Yes,No,No,Paid,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,Transfer,1,Nursing,Daytime,Secondary Education,100.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Service,Industry,134.3,Yes,No,No,Paid,Female,No,28,No,12,17,21,17,13.394736842105264,0,11,17,19,17,13.554736842105264,0,16.2,0.3,-0.92,Graduate
Single,Phase 1 - General,1,Social Service,Daytime,Secondary Education,151.0,Portuguese,Basic Ed 1st Cycle,Secondary Ed,Unskilled,Unskilled,138.4,Yes,No,No,Paid,Female,Yes,20,No,0,6,8,6,14.25,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,Graduate
Single,Transfer,1,Social Service Evening,Evening,Secondary Education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Other,Industry,120.0,Yes,No,No,Paid,Female,No,30,No,9,11,19,9,13.444444444444445,1,5,7,7,7,14.714285714285714,0,7.6,2.6,0.32,Dropout
Single,Phase 1 - General,4,Nursing,Daytime,Secondary Education,135.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Unskilled,Industry,123.5,Yes,No,No,Paid,Female,Yes,19,No,0,7,8,7,12.285714285714286,0,0,8,10,8,11.7375,0,12.4,0.5,1.79,Graduate
Single,Phase 1 - General,2,Communication Design,Daytime,Secondary Education,121.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Technician,Technician,116.1,Yes,No,No,Paid,Female,No,22,No,0,6,7,6,11.666666666666666,0,0,6,7,5,13.2,0,12.7,3.7,-1.7,Graduate
Single,Phase 1 - General,1,Tourism,Daytime,Secondary Education,116.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Service,Machine Operator,110.8,Yes,No,No,Paid,Female,No,18,No,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
Single,Phase 2 - General,1,Basic Education,Daytime,Secondary Education,147.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,142.8,Yes,No,No,Paid,Female,No,23,No,0,6,11,2,10.0,0,0,6,15,2,11.0,0,7.6,2.6,0.32,Dropout
Single,Phase 2 - General,4,Communication Design,Daytime,Secondary Education,160.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Service,Industry,155.5,Yes,No,No,Paid,Female,No,18,No,0,6,6,6,14.0,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate
Single,Phase 1 - General,1,Basic Education,Daytime,Secondary Education,133.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Industry,Industry,126.7,Yes,No,No,Paid,Female,No,18,No,0,6,9,5,11.833333333333334,0,0,6,6,4,12.0,0,15.5,2.8,-4.06,Enrolled
Married,Over 23 Years,1,Journalism,Daytime,Basic Ed 3rd Cycle,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Student,Student,163.5,No,No,Yes,Unpaid,Male,No,50,No,0,6,7,1,15.0,0,0,5,12,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Phase 1 - General,1,Animation Design,Daytime,Secondary Education,151.0,Brazilian,Degree,Degree,Scientific,Service,161.9,Yes,No,No,Paid,Female,Yes,19,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
Single,Phase 2 - General,2,Tourism,Daytime,Secondary Education,124.0,Brazilian,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled,Unskilled,123.3,Yes,No,No,Paid,Female,No,22,Yes,0,6,7,6,10.833333333333334,0,0,6,6,6,10.666666666666666,0,13.9,-0.3,0.79,Graduate
Single,Tech Diploma,1,Social Service,Daytime,Tech Specialization,140.0,Brazilian,Secondary Ed,Secondary Ed,Admin,Agriculture,137.5,No,No,Yes,Paid,Female,Yes,23,Yes,3,6,7,6,13.142857142857142,0,2,6,6,6,14.0,0,12.4,0.5,1.79,Graduate
Single,Phase 3 - General,4,Veterinary Nursing,Daytime,Secondary Education,170.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Service,166.6,No,No,Yes,Unpaid,Female,Yes,20,No,2,5,8,5,14.4,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Dropout
Divorced,Over 23 Years,1,Social Service,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Armed Forces,103.5,No,No,No,Unpaid,Female,No,44,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Divorced,Over 23 Years,1,Agronomy,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,110.0,No,No,No,Paid,Male,No,49,No,6,12,17,7,12.0,0,3,12,19,9,11.22222222222222,0,15.5,2.8,-4.06,Graduate
Married,Course Change,1,Management Evening,Evening,Secondary Education,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,128.2,No,No,No,Paid,Male,No,46,No,6,10,13,9,12.2,0,4,10,12,10,12.8,0,7.6,2.6,0.32,Graduate
Single,Over 23 Years,1,Veterinary Nursing,Daytime,Tech Specialization,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Legislative,Unskilled,137.7,Yes,No,No,Unpaid,Male,No,41,No,3,3,3,3,12.333333333333334,0,2,2,2,2,11.0,0,12.4,0.5,1.79,Dropout
Single,Phase 2 - General,3,Nursing,Daytime,Secondary Education,133.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled,Machine Operator,128.8,Yes,No,No,Paid,Male,No,18,No,0,7,8,7,11.8375,0,0,8,9,8,12.48125,0,13.9,-0.3,0.79,Graduate
Widowed,Over 23 Years,1,Management Evening,Evening,Secondary Education,120.0,Portuguese,Basic Ed 1st Cycle,Secondary Ed,Unskilled,Scientific,170.0,No,No,No,Paid,Male,No,43,No,0,5,5,5,11.8,0,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Graduate
Divorced,Over 23 Years,2,Management,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Industry,116.4,No,No,Yes,Unpaid,Male,No,70,No,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
Divorced,Over 23 Years,1,Equinculture,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled,Admin,100.9,No,No,No,Paid,Male,No,48,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Married,Course Change,1,Agronomy,Daytime,Secondary Education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Industry,136.0,No,No,No,Paid,Male,No,41,No,18,19,19,19,12.68421052631579,0,12,13,13,13,12.384615384615383,0,15.5,2.8,-4.06,Graduate
Single,Phase 1 - General,1,Tourism,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Technician,130.0,No,No,No,Paid,Male,No,21,No,0,6,8,6,12.571428571428571,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Enrolled
Single,Over 23 Years,1,Biofuel Tech,Daytime,Secondary Education,100.0,Brazilian,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled,Machine Operator,100.0,No,No,Yes,Unpaid,Male,No,35,Yes,0,7,18,3,11.25,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout
Married,Over 23 Years,1,Equinculture,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Bachelor,Secondary Ed,Scientific,Unskilled,157.0,Yes,No,No,Paid,Male,No,44,No,1,5,13,4,14.0,3,1,5,9,4,15.5,2,10.8,1.4,1.74,Graduate
Single,Phase 1 - General,1,Management,Daytime,Secondary Education,143.0,Portuguese,Degree,Secondary Ed,Service,Service,152.1,Yes,No,Yes,Paid,Male,No,18,No,0,5,15,4,13.333333333333334,0,0,5,6,2,13.5,0,13.9,-0.3,0.79,Dropout
Married,Phase 1 - General,1,Social Service Evening,Evening,Secondary Education,165.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Student,Student,162.9,Yes,No,No,Paid,Male,No,45,No,0,6,7,6,13.666666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,Graduate
Single,Phase 1 - General,1,Tourism,Daytime,Secondary Education,154.0,Portuguese,Degree,Secondary Ed,Scientific,Legislative,137.2,No,No,No,Paid,Male,No,20,No,0,6,12,3,10.0,0,0,6,9,5,10.8,0,15.5,2.8,-4.06,Enrolled
Single,Tech Diploma,1,Agronomy,Daytime,Tech Specialization,140.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Unskilled,Legislative,140.0,Yes,No,No,Paid,Male,No,22,No,0,6,12,5,12.6,0,0,6,11,6,11.714285714285714,0,12.4,0.5,1.79,Graduate
Single,Course Change,1,Informatics Engineering,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Service,Industry,146.5,No,No,No,Paid,Male,No,39,No,0,5,10,3,17.333333333333332,0,0,5,11,1,17.0,0,13.9,-0.3,0.79,Dropout
Single,Tech Diploma,1,Veterinary Nursing,Daytime,Tech Specialization,130.0,Portuguese,Bachelor,Bachelor,Agriculture,Agriculture,130.0,No,No,No,Unpaid,Male,No,20,No,2,6,10,5,13.2,0,1,6,21,3,12.0,0,12.4,0.5,1.79,Enrolled
Married,Over 23 Years,1,Management,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled,Technician,128.0,No,No,No,Paid,Male,No,49,No,0,5,9,3,14.0,0,0,5,8,3,13.666666666666666,0,8.9,1.4,3.51,Dropout
Single,Higher Course Holders,1,Oral Hygiene,Daytime,Master Degree,190.0,Portuguese,Doctorate,Doctorate,Scientific,Scientific,190.0,Yes,No,No,Paid,Male,No,43,No,4,4,4,4,13.875,0,1,1,1,1,12.5,0,11.1,0.6,2.02,Dropout
Married,Over 23 Years,1,Management Evening,Evening,Secondary Education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,133.2,Yes,No,No,Paid,Male,No,32,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 Years,1,Social Service,Daytime,Other 11th,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,124.3,No,No,No,Paid,Male,No,47,No,3,9,9,9,13.11111111111111,0,3,7,7,7,14.857142857142858,0,10.8,1.4,1.74,Graduate
Common-Law,Over 23 Years,1,Management Evening,Evening,Secondary Education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,138.1,No,No,No,Paid,Male,Yes,37,No,0,5,8,5,13.0,0,0,5,11,4,13.333333333333334,2,16.2,0.3,-0.92,Dropout
Married,Over 23 Years,1,Social Service Evening,Evening,Secondary Education,133.1,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Admin,Machine Operator,144.3,No,No,No,Paid,Male,No,41,No,6,10,10,10,12.5,0,3,7,7,7,12.142857142857142,0,10.8,1.4,1.74,Graduate
Married,Over 23 Years,1,Agronomy,Daytime,Secondary Education,150.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Agriculture,140.0,No,No,No,Paid,Male,No,60,No,17,18,18,18,14.11111111111111,0,11,13,13,13,14.23076923076923,0,15.5,2.8,-4.06,Graduate
Married,Over 23 Years,1,Tourism,Daytime,Secondary Education,120.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Unskilled,Unskilled,148.3,No,No,No,Paid,Male,No,47,No,6,11,11,11,14.727272727272728,0,6,9,9,9,15.77777777777778,0,10.8,1.4,1.74,Graduate
Single,Over 23 Years,1,Social Service Evening,Evening,Secondary Education,133.1,Portuguese,Basic Ed 1st Cycle,7th Year Old,Unskilled,Industry,96.0,No,No,Yes,Unpaid,Male,No,50,No,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
Married,Over 23 Years,1,Management Evening,Evening,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Other,Other,121.7,Yes,No,No,Paid,Male,No,45,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 Years,1,Informatics Engineering,Daytime,Secondary Education,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Machine Operator,160.0,No,No,Yes,Unpaid,Male,No,45,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
Married,Over 23 Years,1,Veterinary Nursing,Daytime,Secondary Education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Other,Other,110.3,No,No,No,Paid,Male,No,33,No,0,5,7,4,13.5,0,0,5,6,5,11.6,0,7.6,2.6,0.32,Graduate
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,143.0,Portuguese,Degree,Degree,Scientific,Scientific,129.0,No,No,No,Paid,Male,No,18,No,0,8,8,7,13.105714285714283,0,0,8,8,7,13.105714285714283,0,10.8,1.4,1.74,Graduate
Married,Over 23 Years,1,Veterinary Nursing,Daytime,Secondary Education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Agriculture,Agriculture,150.0,No,No,No,Paid,Male,No,43,No,0,5,8,5,13.5,2,0,5,5,5,14.4,0,9.4,-0.8,-3.12,Graduate
Single,Course Change,1,Social Service Evening,Evening,Secondary Education,161.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Admin,Armed Forces,100.0,No,No,No,Paid,Male,No,44,No,9,13,18,13,11.846153846153848,0,9,11,11,11,12.0,0,12.7,3.7,-1.7,Graduate
Single,Over 23 Years,1,Equinculture,Daytime,12th Incomplete,133.1,Portuguese,Unknown,Can Read,Student,Other,107.5,No,No,No,Paid,Male,No,29,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Divorced,Over 23 Years,1,Marketing,Daytime,Secondary Education,140.0,Portuguese,Bachelor,Secondary Ed,Technician,Unskilled,170.0,No,No,Yes,Unpaid,Male,No,53,No,0,6,11,3,14.333333333333334,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
Married,Transfer,1,Management Evening,Evening,Higher Ed Frequency,123.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,123.0,No,No,No,Paid,Male,No,37,No,0,5,10,5,15.8,0,0,5,5,5,17.6,0,9.4,-0.8,-3.12,Enrolled
Single,Course Change,1,Marketing,Daytime,Secondary Education,142.0,Portuguese,Basic Ed 2nd Cycle,Secondary Ed,Machine Operator,Armed Forces,138.5,Yes,No,No,Paid,Male,No,18,No,0,6,16,5,13.8,0,0,6,7,5,12.4,0,13.9,-0.3,0.79,Enrolled
Single,Course Change,1,Biofuel Tech,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Admin,Admin,140.0,No,No,Yes,Paid,Male,No,35,No,3,10,18,6,12.666666666666666,0,1,9,11,3,12.0,2,16.2,0.3,-0.92,Dropout
Single,Phase 1 - General,1,Tourism,Daytime,Secondary Education,115.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Technician,Industry,113.6,No,No,No,Paid,Male,No,23,No,0,6,10,6,13.0,0,0,6,9,6,12.0,0,11.1,0.6,2.02,Enrolled
Single,Phase 1 - General,1,Animation Design,Daytime,Secondary Education,156.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled,Service,170.0,Yes,No,No,Paid,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
Single,Over 23 Years,1,Social Service Evening,Evening,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Other,Service,115.5,No,No,No,Unpaid,Male,No,33,No,0,6,6,1,11.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Higher Course Holders,3,Equinculture,Daytime,Degree,130.0,Portuguese,Basic Ed 1st Cycle,7th Year,Other,Armed Forces,130.0,No,No,No,Unpaid,Male,No,41,No,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout
Divorced,Higher Course Holders,1,Nursing,Daytime,Degree,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled,Industry,140.0,No,No,No,Paid,Male,No,51,No,4,7,7,7,15.2,0,6,8,8,8,16.575,0,13.9,-0.3,0.79,Graduate
Single,Institution Change,1,Marketing,Daytime,Secondary Education,140.0,Portuguese,Other 11th,Doctorate,Technician,Technician,126.6,No,No,No,Paid,Male,No,19,No,2,6,7,6,14.428571428571429,0,1,7,8,7,14.375,0,11.1,0.6,2.02,Graduate
Single,Over 23 Years,1,Management Evening,Evening,Secondary Education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,143.2,No,No,No,Paid,Male,No,35,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Phase 1 - General,2,Animation Design,Daytime,Secondary Education,131.0,Brazilian,Basic Ed 3rd Cycle,Secondary Ed,Admin,Industry,131.4,Yes,No,No,Paid,Male,No,20,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
Single,Course Change,1,Marketing,Daytime,Secondary Education,141.0,Portuguese,Degree,Bachelor,Scientific,Scientific,133.3,Yes,No,No,Paid,Male,No,18,No,0,6,13,4,13.75,0,0,6,8,5,11.2,0,13.9,-0.3,0.79,Enrolled
Single,Phase 1 - General,1,Journalism,Daytime,Secondary Education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,118.3,No,No,Yes,Unpaid,Male,Yes,18,No,0,6,11,5,12.166666666666666,0,0,6,15,3,12.0,0,13.9,-0.3,0.79,Dropout
Single,Tech Diploma,1,Agronomy,Daytime,Tech Specialization,140.0,Portuguese,Bachelor,Secondary Ed,Admin,Agriculture,140.0,No,No,No,Paid,Male,No,21,No,0,6,12,5,12.142857142857142,0,0,6,11,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,1,Tourism,Daytime,Secondary Education,132.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Agriculture,Agriculture,124.7,Yes,No,No,Paid,Male,No,21,No,0,6,9,6,12.0,0,0,6,8,5,11.6,0,13.9,-0.3,0.79,Graduate
Married,Over 23 Years,2,Management,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Admin,Industry,140.0,No,No,No,Paid,Male,No,34,No,0,5,10,3,11.666666666666666,1,0,5,7,4,12.75,0,9.4,-0.8,-3.12,Graduate
Divorced,Over 23 Years,1,Equinculture,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Agriculture,Industry,150.0,Yes,No,No,Paid,Male,No,34,No,0,6,9,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Phase 2 - General,2,Marketing,Daytime,Secondary Education,110.0,Portuguese,Degree,Degree,Admin,Armed Forces,115.6,Yes,No,No,Paid,Male,No,21,No,0,6,10,6,11.875,0,0,6,8,5,12.0,0,11.1,0.6,2.02,Graduate
Single,Course Change,1,Journalism,Daytime,Secondary Education,140.0,Portuguese,Degree,Basic Ed 1st Cycle,Technician,Industry,116.9,No,No,No,Paid,Male,No,32,No,6,11,15,7,11.285714285714286,0,5,7,10,6,12.333333333333334,0,13.9,-0.3,0.79,Enrolled
